north_count,south_count,east_count,west_count,north_wait,south_wait,east_wait,west_wait,north_density,south_density,east_density,west_density,emergency_active,peak_factor,target_phase,target_timing_north,target_timing_south,target_timing_east,target_timing_west,target_risk,scenario
62,64,10,11,61.54,90.87,8.99,11.07,62.0,64.0,10.0,11.0,0.0,0.98,1,38.17,48.81,16.4,16.62,1,morning_rush
87,70,66,89,56.39,145.11,107.49,120.07,87.0,70.0,66.0,89.0,0.0,1.0,3,24.47,33.41,27.82,34.3,2,gridlock
75,60,93,82,147.98,102.41,137.72,65.5,75.0,60.0,93.0,82.0,0.0,1.0,2,33.72,25.34,36.55,24.4,2,gridlock
19,12,12,20,17.06,16.66,2.4,9.3,19.0,12.0,12.0,20.0,0.0,0.38,0,26.92,22.46,20.3,25.43,0,balanced
17,23,17,18,24.75,11.41,17.69,6.45,17.0,23.0,17.0,18.0,0.0,0.22,0,26.26,26.26,24.65,22.8,0,balanced
40,67,16,7,54.92,68.81,14.53,7.21,40.0,67.0,16.0,7.0,0.0,0.89,1,33.3,51.99,18.44,16.26,1,morning_rush
76,72,72,68,141.9,116.28,113.87,91.4,76.0,72.0,72.0,68.0,0.0,1.0,0,34.29,29.93,29.62,26.16,2,gridlock
68,31,21,14,79.17,38.15,27.46,21.92,68.0,31.0,21.0,14.0,0.0,0.9,0,55.53,25.34,20.73,18.4,1,morning_rush
82,95,73,79,47.68,54.66,103.76,83.53,82.0,95.0,73.0,79.0,0.0,1.0,2,25.76,28.85,33.81,31.58,2,gridlock
15,18,65,74,23.67,16.53,72.53,98.57,15.0,18.0,65.0,74.0,0.0,0.79,3,17.32,17.38,37.03,48.27,1,evening_rush
12,13,12,24,2.89,13.95,5.82,24.31,12.0,13.0,12.0,24.0,0.0,0.18,3,19.73,21.7,20.07,30.61,0,balanced
73,69,16,17,93.49,82.42,17.6,14.76,73.0,69.0,16.0,17.0,0.0,0.92,0,45.32,40.48,17.11,17.1,1,morning_rush
15,22,18,17,19.95,3.7,14.42,8.38,15.0,22.0,18.0,17.0,0.0,0.37,2,25.23,25.19,25.81,23.82,0,balanced
60,67,11,14,91.81,85.32,10.71,13.66,60.0,67.0,11.0,14.0,0.0,0.88,1,42.76,43.94,16.39,16.91,1,morning_rush
82,67,15,17,78.74,70.84,12.74,23.14,82.0,67.0,15.0,17.0,0.0,0.78,0,46.72,38.59,16.92,17.76,2,morning_rush
22,10,14,10,15.59,18.76,3.63,2.52,22.0,10.0,14.0,10.0,0.0,0.24,0,28.06,21.39,21.23,19.34,0,balanced
17,17,78,77,18.12,20.62,122.65,74.93,17.0,17.0,78.0,77.0,0.0,0.85,2,16.86,16.97,49.72,36.45,2,evening_rush
7,14,77,31,5.68,14.84,66.16,44.73,7.0,14.0,77.0,31.0,0.0,1.0,2,16.27,18.17,57.9,27.66,2,evening_rush
13,2,4,3,23.39,12.24,17.51,22.3,13.0,2.0,4.0,3.0,0.0,0.14,0,22.1,15.85,16.92,16.6,0,balanced
83,87,84,66,113.76,81.2,84.27,88.54,83.0,87.0,84.0,66.0,0.0,1.0,0,34.08,29.51,29.49,26.92,2,gridlock
66,68,5,14,89.22,58.77,4.95,12.99,66.0,68.0,5.0,14.0,0.0,0.97,0,48.42,38.85,15.62,17.11,1,morning_rush
23,8,10,24,8.56,5.91,4.41,12.38,23.0,8.0,10.0,24.0,0.0,0.14,3,26.82,18.85,19.64,28.53,0,balanced
17,4,20,14,9.19,2.59,6.93,17.7,17.0,4.0,20.0,14.0,0.0,0.4,2,24.26,16.86,25.31,24.34,0,balanced
6,5,4,15,22.64,19.99,12.63,23.94,6.0,5.0,4.0,15.0,0.0,0.4,3,18.43,17.7,16.82,23.83,0,balanced
46,30,20,18,39.84,38.34,30.04,15.55,46.0,30.0,20.0,18.0,0.0,0.87,0,41.81,32.03,24.74,21.42,1,morning_rush
70,73,85,79,70.18,130.41,148.56,91.03,70.0,73.0,85.0,79.0,0.0,1.0,2,23.81,31.55,37.04,27.59,2,gridlock
79,76,6,10,109.36,85.96,5.77,13.24,79.0,76.0,6.0,10.0,0.0,0.9,0,48.13,40.32,15.52,16.03,2,morning_rush
50,43,6,5,45.29,39.02,4.91,4.47,50.0,43.0,6.0,5.0,0.0,0.98,0,47.11,39.85,16.66,16.37,1,morning_rush
18,6,54,72,21.43,5.48,81.41,77.11,18.0,6.0,54.0,72.0,0.0,0.91,3,18.23,15.74,39.69,46.34,1,evening_rush
22,21,4,2,7.5,23.94,16.62,15.73,22.0,21.0,4.0,2.0,0.0,0.4,1,25.03,29.02,17.27,16.11,0,balanced
5,14,63,36,7.44,22.07,98.8,35.17,5.0,14.0,63.0,36.0,0.0,0.77,2,15.84,18.31,59.8,26.05,1,evening_rush
55,73,20,9,79.45,113.11,17.09,9.2,55.0,73.0,20.0,9.0,0.0,0.78,1,34.75,51.66,17.62,15.98,1,morning_rush
45,38,6,16,70.28,43.69,7.45,22.38,45.0,38.0,6.0,16.0,0.0,0.92,0,48.65,34.44,16.45,20.47,0,morning_rush
15,5,86,46,22.5,5.21,77.88,66.96,15.0,5.0,86.0,46.0,0.0,0.81,2,17.81,15.62,53.52,33.04,2,evening_rush
10,13,71,34,12.04,19.71,106.77,47.58,10.0,13.0,71.0,34.0,0.0,0.93,2,16.56,17.43,60.0,25.72,1,evening_rush
74,76,62,69,86.41,49.61,52.73,144.52,74.0,76.0,62.0,69.0,0.0,1.0,3,31.06,25.29,23.8,39.85,2,gridlock
7,5,77,74,9.46,6.48,88.77,73.43,7.0,5.0,77.0,74.0,0.0,0.83,2,15.81,15.54,47.43,41.22,2,evening_rush
76,78,63,88,73.86,82.58,42.06,143.72,76.0,78.0,63.0,88.0,0.0,1.0,3,27.33,28.99,21.51,42.17,2,gridlock
63,49,9,13,94.01,64.52,8.18,10.8,63.0,49.0,9.0,13.0,0.0,0.77,0,51.46,35.21,16.31,17.02,1,morning_rush
37,53,12,8,46.55,44.21,15.45,9.75,37.0,53.0,12.0,8.0,0.0,0.94,1,37.56,46.12,19.0,17.32,1,morning_rush
21,4,16,23,24.2,5.68,14.45,9.38,21.0,4.0,16.0,23.0,0.0,0.26,0,28.71,16.7,23.4,25.68,0,balanced
19,20,60,51,27.97,21.95,50.06,73.19,19.0,20.0,60.0,51.0,0.0,0.89,3,20.0,19.64,38.27,42.08,1,evening_rush
65,70,64,77,125.17,110.92,135.75,118.02,65.0,70.0,64.0,77.0,0.0,1.0,3,29.49,28.83,30.5,31.18,2,gridlock
48,37,5,14,44.76,51.42,5.11,21.96,48.0,37.0,5.0,14.0,0.0,1.0,0,43.69,39.55,16.31,20.45,1,morning_rush
27,24,24,36,133.94,72.23,142.44,155.77,27.0,24.0,24.0,36.0,0.0,0.6,3,30.01,22.39,29.21,38.4,0,storm
20,16,7,21,8.96,18.45,17.12,6.32,20.0,16.0,7.0,21.0,0.0,0.13,1,24.75,24.78,19.15,24.6,0,balanced
19,15,71,33,28.16,23.66,94.6,50.74,19.0,15.0,71.0,33.0,0.0,0.74,2,19.35,18.13,56.32,26.2,1,evening_rush
19,18,38,49,13.33,11.23,20.02,28.78,19.0,18.0,38.0,49.0,1.0,0.5,3,15.0,15.0,15.0,60.0,2,emergency
10,9,67,48,14.4,11.01,86.36,58.22,10.0,9.0,67.0,48.0,0.0,0.96,2,16.78,16.48,52.63,34.11,1,evening_rush
4,13,15,21,10.0,24.57,23.32,24.36,4.0,13.0,15.0,21.0,0.0,0.14,3,16.54,21.99,22.86,26.24,0,balanced
66,80,94,96,108.65,81.19,54.66,89.16,66.0,80.0,94.0,96.0,0.0,1.0,3,30.41,29.17,26.87,33.55,2,gridlock
12,17,82,84,11.92,21.29,102.73,81.85,12.0,17.0,82.0,84.0,0.0,0.88,2,16.15,17.03,46.1,40.72,2,evening_rush
89,59,22,9,113.37,83.46,34.85,13.76,89.0,59.0,22.0,9.0,0.0,0.85,0,52.23,33.42,18.45,15.91,2,morning_rush
49,36,17,6,45.71,30.5,23.07,6.78,49.0,36.0,17.0,6.0,0.0,0.72,0,47.53,33.27,22.41,16.79,1,morning_rush
17,17,72,39,19.89,23.37,99.05,46.16,17.0,17.0,72.0,39.0,0.0,0.86,2,18.12,18.36,56.76,26.76,1,evening_rush
2,20,6,7,9.35,24.05,16.08,2.11,2.0,20.0,6.0,7.0,0.0,0.27,1,15.88,27.33,18.1,17.59,0,balanced
89,71,10,13,126.28,85.42,13.12,17.05,89.0,71.0,10.0,13.0,0.0,0.9,0,52.41,35.42,15.89,16.27,2,morning_rush
54,76,6,9,84.28,112.02,6.12,10.09,54.0,76.0,6.0,9.0,0.0,0.98,1,35.51,52.89,15.6,16.0,2,morning_rush
23,14,17,9,23.39,22.35,13.55,16.94,23.0,14.0,17.0,9.0,0.0,0.27,0,28.48,23.03,22.98,19.57,0,balanced
7,11,10,5,20.84,19.04,23.1,21.88,7.0,11.0,10.0,5.0,0.0,0.4,1,18.9,20.88,20.85,17.85,0,balanced
7,12,8,15,20.56,20.4,5.91,7.45,7.0,12.0,8.0,15.0,0.0,0.39,1,19.61,22.87,18.72,22.24,0,balanced
64,37,7,7,75.83,51.6,8.3,7.36,64.0,37.0,7.0,7.0,0.0,0.73,0,55.39,31.92,16.36,16.33,1,morning_rush
31,47,22,24,137.09,139.76,84.05,96.58,31.0,47.0,22.0,24.0,0.0,0.6,1,31.98,41.26,22.47,24.29,1,storm
19,22,82,68,25.03,25.3,117.62,60.73,19.0,22.0,82.0,68.0,0.0,0.92,2,17.59,18.02,52.47,31.92,2,evening_rush
17,16,5,13,13.99,4.1,15.4,22.98,17.0,16.0,5.0,13.0,0.0,0.15,0,23.93,21.61,17.72,23.37,0,balanced
68,57,10,12,99.67,84.91,10.98,13.2,68.0,57.0,10.0,12.0,0.0,0.93,0,48.23,38.95,16.25,16.58,1,morning_rush
22,6,2,20,10.91,3.2,13.01,19.02,22.0,6.0,2.0,20.0,0.0,0.25,3,26.11,17.51,16.06,27.22,0,balanced
23,16,18,19,3.34,3.38,10.52,6.48,23.0,16.0,18.0,19.0,0.0,0.38,0,27.03,23.38,26.21,25.72,0,balanced
13,11,81,39,14.3,9.96,80.17,51.25,13.0,11.0,81.0,39.0,0.0,0.72,2,17.29,16.74,57.08,28.89,2,evening_rush
10,23,24,11,9.15,17.77,9.89,16.6,10.0,23.0,24.0,11.0,0.0,0.29,1,19.87,28.76,26.91,21.41,0,balanced
19,4,24,4,8.65,9.95,20.1,7.64,19.0,4.0,24.0,4.0,0.0,0.3,2,24.04,16.97,29.96,16.86,0,balanced
23,45,53,46,65.35,62.1,132.29,82.43,23.0,45.0,53.0,46.0,0.0,0.6,2,21.12,26.46,42.4,30.02,1,storm
18,19,35,61,18.39,18.1,45.3,81.14,18.0,19.0,35.0,61.0,0.0,0.74,3,19.13,19.34,28.49,53.04,1,evening_rush
6,17,58,32,9.13,24.82,53.26,51.18,6.0,17.0,58.0,32.0,0.0,0.9,2,16.5,21.07,49.16,33.27,1,evening_rush
42,67,19,18,38.26,99.31,15.62,15.88,42.0,67.0,19.0,18.0,0.0,0.73,1,26.83,56.58,18.37,18.21,1,morning_rush
86,75,18,17,120.99,83.24,22.9,24.18,86.0,75.0,18.0,17.0,0.0,0.73,0,49.83,36.19,17.02,16.96,2,morning_rush
69,79,10,18,64.2,112.51,13.4,19.1,69.0,79.0,10.0,18.0,0.0,0.86,1,34.37,52.18,16.13,17.32,2,morning_rush
68,39,16,7,56.65,52.47,18.48,10.49,68.0,39.0,16.0,7.0,0.0,0.92,0,50.28,34.04,19.17,16.51,1,morning_rush
77,52,20,18,73.89,59.07,19.56,14.47,77.0,52.0,20.0,18.0,0.0,0.77,0,49.28,34.12,18.66,17.93,2,morning_rush
22,2,7,6,16.76,11.46,9.95,7.11,22.0,2.0,7.0,6.0,0.0,0.33,0,27.98,16.04,18.51,17.81,0,balanced
16,16,88,43,12.82,13.61,114.28,52.1,16.0,16.0,88.0,43.0,0.0,0.83,2,16.92,16.95,60.0,25.94,2,evening_rush
84,89,88,88,103.39,50.17,111.38,86.76,84.0,89.0,88.0,88.0,0.0,1.0,2,31.78,24.44,33.9,29.88,2,gridlock
92,88,62,64,148.98,69.68,123.87,46.53,92.0,88.0,62.0,64.0,0.0,1.0,0,41.56,27.22,29.81,21.41,2,gridlock
47,31,24,13,63.57,45.21,35.53,17.07,47.0,31.0,24.0,13.0,0.0,0.95,0,45.66,30.45,25.13,18.76,1,morning_rush
7,9,50,71,6.93,10.04,52.58,75.07,7.0,9.0,50.0,71.0,0.0,0.75,3,16.12,16.55,34.68,52.66,1,evening_rush
22,15,19,8,19.68,21.83,20.87,11.58,22.0,15.0,19.0,8.0,0.0,0.32,0,27.08,23.64,25.71,18.64,0,balanced
6,7,17,3,5.61,8.22,12.26,22.15,6.0,7.0,17.0,3.0,0.0,0.13,2,17.71,18.37,24.04,17.0,0,balanced
57,41,36,35,149.03,134.7,108.11,116.08,57.0,41.0,36.0,35.0,0.0,0.6,0,38.25,30.07,25.61,26.07,1,storm
18,7,81,59,21.94,6.25,127.33,71.14,18.0,7.0,81.0,59.0,0.0,0.81,2,17.31,15.62,55.22,31.86,2,evening_rush
7,19,21,16,5.41,17.89,2.49,5.47,7.0,19.0,21.0,16.0,0.0,0.31,1,18.53,27.94,24.9,23.09,0,balanced
18,18,65,53,24.12,25.54,102.26,80.08,18.0,18.0,65.0,53.0,0.0,0.94,2,18.04,18.13,47.66,36.17,1,evening_rush
9,6,48,36,14.1,9.36,76.55,45.17,9.0,6.0,48.0,36.0,0.0,0.73,2,17.48,16.48,52.68,33.36,1,evening_rush
76,72,65,61,51.96,97.08,80.47,148.91,76.0,72.0,65.0,61.0,0.0,1.0,3,25.0,31.35,27.39,36.26,2,gridlock
80,60,61,70,146.36,60.86,144.13,116.15,80.0,60.0,61.0,70.0,0.0,1.0,0,36.66,22.1,31.26,29.98,2,gridlock
73,31,21,17,69.85,34.94,19.64,18.5,73.0,31.0,21.0,17.0,0.0,0.89,0,55.72,25.21,20.07,19.0,1,morning_rush
70,87,92,85,81.91,130.03,149.27,147.76,70.0,87.0,92.0,85.0,0.0,1.0,2,23.02,30.59,34.01,32.38,2,gridlock
10,22,56,32,15.16,20.29,53.41,28.33,10.0,22.0,56.0,32.0,0.0,0.79,2,18.12,22.73,50.84,28.31,1,evening_rush
17,13,76,69,18.77,16.39,98.7,100.61,17.0,13.0,76.0,69.0,0.0,0.92,2,17.03,16.47,44.35,42.15,2,evening_rush
14,10,72,83,12.47,12.65,103.31,117.07,14.0,10.0,72.0,83.0,0.0,0.92,3,16.25,15.89,40.12,47.74,2,evening_rush
19,12,43,50,28.72,14.71,42.95,63.69,19.0,12.0,43.0,50.0,0.0,0.87,3,21.64,18.09,34.47,45.79,1,evening_rush
9,18,9,6,20.54,3.37,6.53,17.37,9.0,18.0,9.0,6.0,0.0,0.36,1,21.34,23.43,19.55,18.93,0,balanced
46,71,9,6,72.2,94.35,13.84,7.52,46.0,71.0,9.0,6.0,0.0,0.95,1,34.45,53.35,16.4,15.8,1,morning_rush
9,3,19,16,9.6,18.54,22.76,16.25,9.0,3.0,19.0,16.0,0.0,0.16,2,18.88,16.6,26.1,23.08,0,balanced
50,43,54,49,51.77,53.1,101.82,70.15,50.0,43.0,54.0,49.0,0.0,0.6,2,26.78,25.33,38.05,29.84,1,storm
18,16,49,58,20.46,22.06,48.99,75.0,18.0,16.0,49.0,58.0,0.0,0.91,3,19.19,18.86,34.36,47.59,1,evening_rush
74,69,81,82,111.35,124.86,84.63,144.73,74.0,69.0,81.0,82.0,0.0,1.0,3,28.85,29.48,26.66,35.01,2,gridlock
19,14,87,39,24.59,13.82,122.07,38.21,19.0,14.0,87.0,39.0,0.0,0.88,2,17.95,16.71,60.0,22.88,2,evening_rush
9,12,56,81,13.77,15.34,82.71,79.83,9.0,12.0,56.0,81.0,0.0,0.94,3,16.24,16.72,38.76,48.28,2,evening_rush
20,19,8,16,12.92,11.29,23.79,9.36,20.0,19.0,8.0,16.0,0.0,0.15,0,25.44,24.53,20.34,22.66,0,balanced
79,60,10,17,89.07,77.46,9.49,15.58,79.0,60.0,10.0,17.0,0.0,0.94,0,48.88,37.64,16.17,17.31,2,morning_rush
46,46,7,19,54.48,70.09,10.09,18.9,46.0,46.0,7.0,19.0,0.0,0.8,1,38.86,44.43,16.54,20.16,1,morning_rush
36,36,20,12,51.09,42.75,16.16,16.3,36.0,36.0,20.0,12.0,0.0,0.82,0,40.68,37.49,22.38,19.44,0,morning_rush
14,14,59,47,21.0,21.11,51.96,73.96,14.0,14.0,59.0,47.0,0.0,0.86,3,18.47,18.47,40.64,42.42,1,evening_rush
23,12,33,23,17.98,36.97,23.31,34.44,23.0,12.0,33.0,23.0,1.0,0.5,2,15.0,15.0,60.0,15.0,2,emergency
3,24,19,8,2.12,7.2,6.46,19.29,3.0,24.0,19.0,8.0,0.0,0.24,1,16.38,27.42,24.65,20.52,0,balanced
20,21,23,22,7.2,20.89,2.99,4.27,20.0,21.0,23.0,22.0,0.0,0.26,1,25.26,29.88,25.66,25.51,0,balanced
12,15,53,83,14.5,15.66,64.08,124.76,12.0,15.0,53.0,83.0,0.0,0.91,3,16.36,16.75,29.52,57.36,2,evening_rush
69,69,89,69,111.84,102.88,98.1,100.61,69.0,69.0,89.0,69.0,0.0,1.0,2,30.16,28.97,32.21,28.67,2,gridlock
63,71,83,72,141.02,54.82,85.41,49.8,63.0,71.0,83.0,72.0,0.0,1.0,0,37.08,25.37,32.78,24.76,2,gridlock
20,2,17,19,14.51,8.31,7.11,15.24,20.0,2.0,17.0,19.0,0.0,0.21,0,26.16,15.96,22.93,25.79,0,balanced
8,7,4,9,16.28,2.18,15.09,16.48,8.0,7.0,4.0,9.0,0.0,0.19,3,19.57,17.85,17.22,20.16,0,balanced
15,6,75,31,13.73,9.19,112.77,28.54,15.0,6.0,75.0,31.0,0.0,0.98,2,17.41,15.86,60.0,21.89,1,evening_rush
6,14,83,39,6.85,20.66,113.79,40.04,6.0,14.0,83.0,39.0,0.0,0.88,2,15.7,17.27,60.0,24.21,2,evening_rush
56,52,20,17,50.3,62.81,21.38,18.25,56.0,52.0,20.0,17.0,0.0,0.84,1,39.12,41.78,20.07,19.02,1,morning_rush
14,45,22,26,27.38,19.82,19.66,21.37,14.0,45.0,22.0,26.0,1.0,0.5,1,15.0,60.0,15.0,15.0,2,emergency
18,20,41,59,14.97,17.69,64.83,94.18,18.0,20.0,41.0,59.0,0.0,0.92,3,18.2,18.79,32.59,50.42,1,evening_rush
22,6,9,22,8.54,18.75,13.17,5.04,22.0,6.0,9.0,22.0,0.0,0.13,0,26.26,18.91,20.15,25.34,0,balanced
12,12,35,75,13.15,9.7,49.19,112.19,12.0,12.0,35.0,75.0,0.0,0.75,3,16.77,16.63,25.41,60.0,1,evening_rush
21,10,14,18,2.34,8.83,18.46,24.06,21.0,10.0,14.0,18.0,0.0,0.19,3,23.42,19.68,23.24,26.98,0,balanced
14,19,13,9,2.26,11.48,22.69,22.77,14.0,19.0,13.0,9.0,0.0,0.14,1,20.47,24.27,23.21,20.69,0,balanced
21,2,22,18,16.07,13.82,15.61,4.21,21.0,2.0,22.0,18.0,0.0,0.24,2,27.2,16.1,27.65,22.85,0,balanced
13,12,43,19,15.54,10.65,17.67,21.02,13.0,12.0,43.0,19.0,1.0,0.5,2,15.0,15.0,60.0,15.0,2,emergency
29,20,35,30,146.81,147.36,108.07,62.51,29.0,20.0,35.0,30.0,0.0,0.6,0,34.75,28.67,32.49,24.09,0,storm
12,2,21,5,4.5,4.73,9.14,2.87,12.0,2.0,21.0,5.0,0.0,0.25,2,21.1,16.02,26.95,17.45,0,balanced
4,2,7,20,11.89,15.75,3.43,11.17,4.0,2.0,7.0,20.0,0.0,0.19,3,17.21,16.21,18.15,25.87,0,balanced
15,24,3,5,16.51,5.65,8.57,6.82,15.0,24.0,3.0,5.0,0.0,0.26,1,24.53,26.73,16.58,17.51,0,balanced
40,59,23,14,35.73,83.69,25.18,20.89,40.0,59.0,23.0,14.0,0.0,0.72,1,27.98,52.57,21.08,18.38,1,morning_rush
84,39,10,16,133.43,37.12,13.04,19.65,84.0,39.0,10.0,16.0,0.0,0.75,0,60.0,22.56,16.17,17.19,2,morning_rush
6,5,7,12,6.94,8.17,13.75,9.72,6.0,5.0,7.0,12.0,0.0,0.24,3,17.99,17.57,19.11,21.4,0,balanced
9,22,6,21,13.14,23.16,13.5,21.11,9.0,22.0,6.0,21.0,0.0,0.2,1,19.07,27.49,17.74,26.4,0,balanced
24,42,46,45,34.42,15.95,22.05,28.73,24.0,42.0,46.0,45.0,1.0,0.5,3,15.0,15.0,15.0,60.0,2,emergency
76,76,13,17,87.95,74.0,14.08,20.29,76.0,76.0,13.0,17.0,0.0,0.73,0,45.19,40.8,16.6,17.41,2,morning_rush
23,36,24,30,34.69,19.68,27.9,18.31,23.0,36.0,24.0,30.0,1.0,0.5,1,15.0,60.0,15.0,15.0,2,emergency
17,22,78,81,22.28,28.67,106.59,106.29,17.0,22.0,78.0,81.0,0.0,0.9,3,16.84,17.72,42.23,43.2,2,evening_rush
9,20,48,42,13.2,30.25,54.14,34.5,9.0,20.0,48.0,42.0,0.0,0.91,2,17.59,23.36,45.02,34.02,1,evening_rush
17,12,52,80,26.62,10.44,41.78,107.07,17.0,12.0,52.0,80.0,0.0,0.88,3,18.08,16.51,27.5,57.9,2,evening_rush
6,22,53,65,9.23,31.24,52.25,76.1,6.0,22.0,53.0,65.0,0.0,0.89,3,15.97,20.77,34.86,48.4,1,evening_rush
76,68,20,18,68.94,99.85,30.09,21.62,76.0,68.0,20.0,18.0,0.0,0.76,1,38.92,45.06,18.43,17.59,2,morning_rush
11,3,16,5,19.46,10.23,4.58,20.4,11.0,3.0,16.0,5.0,0.0,0.18,2,21.82,16.5,21.96,18.17,0,balanced
17,10,15,23,20.6,24.59,6.36,8.76,17.0,10.0,15.0,23.0,0.0,0.28,3,25.7,21.86,21.74,25.96,0,balanced
79,95,86,76,62.46,67.31,61.1,57.4,79.0,95.0,86.0,76.0,0.0,1.0,1,29.13,33.1,30.1,27.68,2,gridlock
45,28,21,29,38.63,16.92,10.18,27.97,45.0,28.0,21.0,29.0,1.0,0.5,0,60.0,15.0,15.0,15.0,2,emergency
40,47,9,8,41.2,47.92,8.8,8.53,40.0,47.0,9.0,8.0,0.0,0.81,1,38.75,46.14,17.71,17.4,1,morning_rush
77,64,21,15,96.99,101.43,33.45,16.27,77.0,64.0,21.0,15.0,0.0,0.83,0,44.39,40.5,18.41,16.7,2,morning_rush
22,31,40,16,17.35,10.14,36.42,18.88,22.0,31.0,40.0,16.0,1.0,0.5,2,15.0,15.0,60.0,15.0,2,emergency
2,4,20,10,10.68,3.52,4.26,2.03,2.0,4.0,20.0,10.0,0.0,0.1,2,16.21,17.04,25.37,19.93,0,balanced
27,43,45,22,131.36,77.0,145.72,121.64,27.0,43.0,45.0,22.0,0.0,0.6,2,28.16,27.53,39.39,24.92,1,storm
9,14,75,82,9.3,17.7,109.56,89.45,9.0,14.0,75.0,82.0,0.0,0.8,2,15.81,16.54,45.34,42.3,2,evening_rush
55,37,11,11,58.38,46.96,12.23,15.1,55.0,37.0,11.0,11.0,0.0,0.75,0,49.42,34.53,17.92,18.13,1,morning_rush
24,20,11,12,24.2,4.38,12.58,11.64,24.0,20.0,11.0,12.0,0.0,0.28,0,31.12,23.46,20.68,21.06,0,balanced
69,72,88,75,143.19,74.11,78.14,105.32,69.0,72.0,88.0,75.0,0.0,1.0,0,34.62,25.83,28.88,30.66,2,gridlock
13,8,57,41,14.92,10.2,76.21,41.1,13.0,8.0,57.0,41.0,0.0,0.91,2,18.14,16.73,53.32,31.81,1,evening_rush
43,52,55,59,94.63,59.53,50.39,148.83,43.0,52.0,55.0,59.0,0.0,0.6,3,27.77,25.23,24.47,42.53,1,storm
8,17,15,11,21.02,4.48,13.7,18.79,8.0,17.0,15.0,11.0,0.0,0.31,2,20.23,22.51,23.29,21.84,0,balanced
12,19,79,35,15.82,24.45,67.66,29.82,12.0,19.0,79.0,35.0,0.0,0.99,2,17.61,20.0,57.11,25.28,2,evening_rush
10,5,21,9,6.17,12.75,15.09,12.41,10.0,5.0,21.0,9.0,0.0,0.38,2,19.78,17.8,27.45,20.01,0,balanced
2,21,14,6,7.17,15.56,5.53,4.36,2.0,21.0,14.0,6.0,0.0,0.26,1,15.99,27.74,21.66,17.77,0,balanced
7,8,51,56,6.41,8.17,79.43,82.75,7.0,8.0,51.0,56.0,0.0,0.88,3,16.04,16.25,41.97,45.74,1,evening_rush
37,35,17,18,40.58,32.68,17.33,17.84,37.0,35.0,17.0,18.0,0.0,0.85,0,39.8,35.35,22.17,22.68,0,morning_rush
15,20,19,10,23.23,21.8,24.83,22.88,15.0,20.0,19.0,10.0,0.0,0.31,2,23.19,25.59,25.74,20.42,0,balanced
21,24,3,4,11.47,20.6,13.28,10.43,21.0,24.0,3.0,4.0,0.0,0.13,1,24.84,28.9,16.47,16.83,0,balanced
23,4,6,13,4.38,11.09,13.57,6.29,23.0,4.0,6.0,13.0,0.0,0.31,0,26.83,17.42,18.86,22.0,0,balanced
48,45,11,8,40.41,70.13,13.83,9.46,48.0,45.0,11.0,8.0,0.0,0.96,1,37.51,47.53,18.0,16.96,1,morning_rush
27,45,29,53,111.39,104.83,116.24,53.53,27.0,45.0,29.0,53.0,0.0,0.6,1,27.74,35.01,29.27,27.98,1,storm
6,17,5,4,24.58,21.21,11.5,16.18,6.0,17.0,5.0,4.0,0.0,0.14,1,18.46,24.13,17.14,16.92,0,balanced
83,44,16,17,84.45,51.44,12.92,16.49,83.0,44.0,16.0,17.0,0.0,0.95,0,55.61,29.11,17.45,17.83,2,morning_rush
56,75,17,13,89.6,95.72,22.15,11.56,56.0,75.0,17.0,13.0,0.0,0.82,1,38.05,47.86,17.56,16.53,1,morning_rush
81,76,79,83,93.61,59.21,48.55,116.96,81.0,76.0,79.0,83.0,0.0,1.0,3,32.38,25.86,24.65,37.11,2,gridlock
63,94,93,62,123.51,63.04,50.27,78.7,63.0,94.0,93.0,62.0,0.0,1.0,0,34.38,30.47,27.76,27.39,2,gridlock
7,4,24,14,2.73,14.49,20.54,8.35,7.0,4.0,24.0,14.0,0.0,0.37,2,17.93,17.23,30.34,21.71,0,balanced
7,15,12,21,10.49,9.69,22.45,13.14,7.0,15.0,12.0,21.0,0.0,0.37,3,18.57,22.5,23.07,26.42,0,balanced
78,67,95,72,89.79,123.69,117.68,97.03,78.0,67.0,95.0,72.0,0.0,1.0,2,27.63,29.82,34.99,27.55,2,gridlock
5,9,35,82,7.35,12.6,38.71,119.95,5.0,9.0,35.0,82.0,0.0,0.72,3,15.59,16.22,23.12,60.0,2,evening_rush
17,8,73,78,18.67,11.17,83.36,114.82,17.0,8.0,73.0,78.0,0.0,0.86,3,16.97,15.78,38.35,48.9,2,evening_rush
12,5,81,41,14.88,6.44,109.88,62.91,12.0,5.0,81.0,41.0,0.0,0.94,2,16.67,15.57,59.3,28.46,2,evening_rush
21,20,3,11,14.28,14.1,10.45,11.79,21.0,20.0,3.0,11.0,0.0,0.24,0,26.48,25.88,16.49,20.66,0,balanced
19,18,5,3,6.2,18.79,16.99,3.32,19.0,18.0,5.0,3.0,0.0,0.11,1,23.39,25.74,17.86,16.24,0,balanced
77,58,6,12,102.73,77.28,8.67,10.56,77.0,58.0,6.0,12.0,0.0,0.87,0,51.73,36.2,15.67,16.4,2,morning_rush
3,15,24,13,17.23,5.55,13.49,20.18,3.0,15.0,24.0,13.0,0.0,0.23,2,16.76,21.64,27.88,23.14,0,balanced
5,24,7,13,10.68,14.44,3.67,15.89,5.0,24.0,7.0,13.0,0.0,0.4,1,17.64,28.88,18.12,22.78,0,balanced
